"","小区名","厅室","面积","朝向","装饰","电梯","楼层","周边","总价","单价"
"1300","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"1301","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"1302","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"1303","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"1304","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"1305","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"1306","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"1307","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"1308","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"1309","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"1310","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"1311","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"1312","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"1313","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"1314","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"1315","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"1316","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"1317","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"1318","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"1319","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"1320","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"1321","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"1322","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"1323","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"1324","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"1325","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"1326","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"1327","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"1328","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"1329","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"1330","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"1331","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"1332","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"1333","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"1334","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"1335","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"1336","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"1337","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"1338","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"1339","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"1340","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"1341","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"1342","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"1343","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"1344","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"1345","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"1346","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"1347","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"1348","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"1349","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"1350","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"1351","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"1352","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"1353","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"1354","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"1355","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"1356","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"1357","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"1358","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"1359","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"1360","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"1361","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"1362","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"1363","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"1364","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"1365","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"1366","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"1367","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"1368","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"1369","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"1370","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"1371","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"1372","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"1373","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"1374","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"1375","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"1376","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"1377","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"1378","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"1379","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"1380","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"1381","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"1382","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"1383","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"1384","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"1385","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"1386","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"1387","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"1388","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"1389","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"1390","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"1391","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"1392","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"1393","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"1394","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"1395","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"1396","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"1397","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"1398","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"1399","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"1400","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"1401","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"1402","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"1403","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"1404","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"1405","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"1406","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"1407","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"1408","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"1409","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"1410","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"1411","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"1412","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"1413","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"1414","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"1415","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"1416","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"1417","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"1418","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"1419","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"1420","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"1421","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"1422","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"1423","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"1424","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"1425","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"1426","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"1427","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"1428","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"1429","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"1430","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"1431","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"1432","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"1433","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"1434","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"1435","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"1436","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"1437","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"1438","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"1439","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"1440","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"1441","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"1442","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"1443","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"1444","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"1445","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"1446","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"1447","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"1448","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"1449","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"1450","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"1451","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"1452","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
"1453","风临域  "," 4室2厅 ",113.13," 南 北 "," 简装 "," 有电梯","高楼层(共17层)2009年建板塔结合 "," 龙岗中心城",499,44109
"1454","澳城花园二期  "," 4室1厅 ",89.72," 东南 "," 毛坯 "," 有电梯","中楼层(共32层)2013年建塔楼 "," 蛇口",1500,167187
"1455","南海玫瑰花园二期  "," 4室2厅 ",223.52," 南 "," 精装 "," 有电梯","中楼层(共18层)2005年建板塔结合 "," 蛇口",2300,102900
"1456","世纪村二期  "," 4室2厅 ",154.46," 东南 "," 精装 "," 有电梯","低楼层(共17层)2002年建塔楼 "," 红树湾",1380,89344
"1457","福园小区  "," 3室1厅 ",95.17," 南 "," 其他 "," 无电梯","高楼层(共7层)1999年建板塔结合 "," 龙岗中心城",320,33625
"1458","愉园新苑  "," 3室2厅 ",104.94," 西 "," 简装 "," 有电梯","高楼层(共12层)2004年建板塔结合 "," 龙岗中心城",341,32495
"1459","莱蒙水榭春天二期  "," 3室2厅 ",77.1," 西 "," 精装 "," 有电梯","高楼层(共33层)2010年建板楼 "," 深圳北站",580,75227
"1460","远洋新干线一期  "," 3室1厅 ",80.33," 南 "," 毛坯 "," 有电梯","高楼层(共32层)2014年建板塔结合 "," 龙岗中心城",330,41081
"1461","花语岸  "," 3室1厅 ",80.83," 南 "," 精装 "," 有电梯","高楼层(共30层)2010年建塔楼 "," 布吉街",365,45157
"1462","润丰园  "," 3室2厅 ",90.04," 西南 "," 精装","","低楼层(共27层)1999年建板塔结合 "," 景田",520,57753
"1463","东方凤雅台  "," 2室1厅 ",59.91," 南 "," 精装 "," 有电梯","高楼层(共9层)2002年建板塔结合 "," 莲塘",295,49241
"1464","港湾丽都  "," 4室2厅 ",119.01," 南 "," 简装 "," 有电梯","低楼层(共18层)2003年建板塔结合 "," 前海",850,71423
"1465","招商依山郡  "," 3室2厅 ",88.81," 南 北 "," 精装 "," 有电梯","低楼层(共18层)2009年建板塔结合 "," 龙岗中心城",355,39973
"1466","万象天成  "," 2室1厅 ",77.43," 南 "," 精装 "," 有电梯","高楼层(共28层)2009年建板塔结合 "," 龙岗中心城",230,29705
"1467","颐安都会中央二期  "," 3室2厅 ",76.94," 东南 "," 其他 "," 有电梯","低楼层(共33层)2016年建塔楼 "," 大运新城",412,53549
"1468","阳光棕榈园一期  "," 2室1厅 ",74.12," 南 "," 简装 "," 无电梯","低楼层(共6层)2002年建板楼 "," 前海",568,76633
"1469","诺德假日花园  "," 4室2厅 ",145.59," 南 北 "," 其他 "," 有电梯","中楼层(共30层)2009年建板塔结合 "," 前海",1250,85858
"1470","碧海富通城四期  "," 1室1厅 ",30.87," 西南 "," 精装 "," 有电梯","高楼层(共26层)2009年建板楼 "," 碧海",195,63169
"1471","星河时代  "," 3室1厅 ",85.75," 南 "," 精装 "," 有电梯","低楼层(共33层)2012年建塔楼 "," 大运新城",480,55977
"1472","万科金域华府  "," 3室2厅 ",89.04," 西南 "," 精装 "," 有电梯","高楼层(共32层)2010年建板塔结合 "," 深圳北站",670,75248
"1473","中海日辉台  "," 3室2厅 ",89.64," 西 "," 简装 "," 无电梯","低楼层(共6层)2005年建板楼 "," 坂田",400,44623
"1474","百富大厦南山区  "," 1室1厅 ",36.19," 西北 "," 精装 "," 有电梯","中楼层(共24层)2004年建板塔结合 "," 南山中心",265,73225
"1475","海月花园二期  "," 3室2厅 ",133.89," 西南 东北 "," 精装 "," 有电梯","高楼层(共10层)2003年建板塔结合 "," 蛇口",1130,84398
"1476","绿景公馆1866南区  "," 3室2厅 ",89.76," 南 "," 精装 "," 有电梯","高楼层(共28层)2013年建板楼 "," 深圳北站",615,68517
"1477","THETOWN乐城  "," 2室1厅 ",51.51," 东北 "," 精装 "," 有电梯","中楼层(共33层)2014年建塔楼 "," 横岗",240,46593
"1478","万科金域华府  "," 3室2厅 ",79.07," 西南 "," 精装 "," 有电梯","中楼层(共34层)2011年建板塔结合 "," 深圳北站",668,84483
"1479","花语岸  "," 3室1厅 ",88.03," 南 "," 精装 "," 有电梯","低楼层(共30层)2010年建塔楼 "," 布吉街",375,42600
"1480","景新花园  "," 3室1厅 ",96.61," 东南 "," 精装 "," 有电梯","高楼层(共29层)1996年建塔楼 "," 景田",605,62623
"1481","香格丽苑  "," 3室1厅 ",107.57," 东 "," 简装 "," 有电梯","高楼层(共32层)2006年建板塔结合 "," 香蜜湖",1180,109697
"1482","祥云天都世纪大厦  "," 4室2厅 ",98.2," 南 "," 精装 "," 有电梯","低楼层(共32层)2007年建板塔结合 "," 新洲",558,56823
